horse_id,name,sex,birth_year,birth_date,color,breeder,owner,total_earnings,total_starts,total_wins,profile_scraped
ポンデローザ,ポンデローザ,牝,,,,,,,,,0
マイネルプレスト,マイネルプレスト,牡,,,,,,,,,0
ヒコーキグモ,ヒコーキグモ,牡,,,,,,,,,0
ファルブラヴ,ファルブラヴ,牡,,,,,,,,,0
サラファン,サラファン,せん,,,,,,,,,0
インディジェナス,インディジェナス,せん,,,,,,,,,0
ゴーラン,ゴーラン,牡,,,,,,,,,0
イリジスティブルジュエル,イリジスティブルジュエル,牝,,,,,,,,,0
ブライトスカイ,ブライトスカイ,牝,,,,,,,,,0
ストーミングホーム,ストーミングホーム,牡,,,,,,,,,0
ストップザワールド,ストップザワールド,せん,,,,,,,,,0
ニシノアラウンド,ニシノアラウンド,牡,,,,,,,,,0
ヤマカツリリー,ヤマカツリリー,牝,,,,,,,,,0
ブランピュール,ブランピュール,牝,,,,,,,,,0
オースミハルカ,オースミハルカ,牝,,,,,,,,,0
アドマイヤテレサ,アドマイヤテレサ,牝,,,,,,,,,0
テイエムトキメキ,テイエムトキメキ,牝,,,,,,,,,0
グランドサファイヤ,グランドサファイヤ,牝,,,,,,,,,0
エーティーダイオー,エーティーダイオー,牡,,,,,,,,,0
スーパージーン,スーパージーン,牡,,,,,,,,,0
マチカネタグイナキ,マチカネタグイナキ,牡,,,,,,,,,0
ワンダフルデイズ,ワンダフルデイズ,牡,,,,,,,,,0
マイジョーカー,マイジョーカー,牡,,,,,,,,,0
サイレントディール,サイレントディール,牡,,,,,,,,,0
コスモインペリアル,コスモインペリアル,牡,,,,,,,,,0
シンボリデビル,シンボリデビル,牡,,,,,,,,,0
パープルクオーツ,パープルクオーツ,せん,,,,,,,,,0
センリツ,センリツ,牡,,,,,,,,,0
エイシンブーン,エイシンブーン,牡,,,,,,,,,0
エアエミネム,エアエミネム,牡,,,,,,,,,0
ファイトコマンダー,ファイトコマンダー,牡,,,,,,,,,0
トーセンサニー,トーセンサニー,牝,,,,,,,,,0
カメリアローズ,カメリアローズ,牝,,,,,,,,,0
スターリーヘヴン,スターリーヘヴン,牝,,,,,,,,,0
タカオルビー,タカオルビー,牝,,,,,,,,,0
ブルーペール,ブルーペール,牝,,,,,,,,,0
イシノヒメボタル,イシノヒメボタル,牝,,,,,,,,,0
カフェピノコ,カフェピノコ,牝,,,,,,,,,0
レインボーブリッジ,レインボーブリッジ,牝,,,,,,,,,0
ロミオダンス,ロミオダンス,牝,,,,,,,,,0
トリアノン,トリアノン,牝,,,,,,,,,0
シルキーラグーン,シルキーラグーン,牝,,,,,,,,,0
コアレスブランカ,コアレスブランカ,牝,,,,,,,,,0
マンデームスメ,マンデームスメ,牝,,,,,,,,,0
ブルーショットガン,ブルーショットガン,牡,,,,,,,,,0
セレクトグリーン,セレクトグリーン,牡,,,,,,,,,0
キウィダンス,キウィダンス,牝,,,,,,,,,0
ダイワデュール,ダイワデュール,牡,,,,,,,,,0
ロングランニング,ロングランニング,牡,,,,,,,,,0
スプリングキング,スプリングキング,牡,,,,,,,,,0
ロードケンユー,ロードケンユー,牡,,,,,,,,,0
ユーワブレイヴ,ユーワブレイヴ,せん,,,,,,,,,0
マイネルユニバース,マイネルユニバース,牡,,,,,,,,,0
ザッツザプレンティ,ザッツザプレンティ,牡,,,,,,,,,0
ゲヴァルト,ゲヴァルト,牡,,,,,,,,,0
マイネルアンドレア,マイネルアンドレア,牡,,,,,,,,,0
クラフトワーク,クラフトワーク,牡,,,,,,,,,0
シャンパンスノー,シャンパンスノー,牡,,,,,,,,,0
マーブルチーフ,マーブルチーフ,牡,,,,,,,,,0
ラガーマイラー,ラガーマイラー,牡,,,,,,,,,0
トムミラクル,トムミラクル,牡,,,,,,,,,0
マイネルシュラーク,マイネルシュラーク,牡,,,,,,,,,0
ウォーターワイルド,ウォーターワイルド,牡,,,,,,,,,0
メイショウポパイ,メイショウポパイ,牡,,,,,,,,,0
カオリジョバンニ,カオリジョバンニ,牡,,,,,,,,,0
ショウナンマインド,ショウナンマインド,牡,,,,,,,,,0
キングオブサンデー,キングオブサンデー,牡,,,,,,,,,0
マルターズスパーブ,マルターズスパーブ,牝,,,,,,,,,0
グリーンブリッツ,グリーンブリッツ,牡,,,,,,,,,0
マイネアイル,マイネアイル,牝,,,,,,,,,0
ショコット,ショコット,牝,,,,,,,,,0
マルカサワヤカ,マルカサワヤカ,牝,,,,,,,,,0
リビングデイライツ,リビングデイライツ,牝,,,,,,,,,0
ラントゥザフリーズ,ラントゥザフリーズ,牡,,,,,,,,,0
タカラシャーディー,タカラシャーディー,牡,,,,,,,,,0
リワードシンバル,リワードシンバル,牡,,,,,,,,,0
ブラックカフェ,ブラックカフェ,牡,,,,,,,,,0
ドローアウター,ドローアウター,牡,,,,,,,,,0
サンカルテット,サンカルテット,牡,,,,,,,,,0
ビービーヘブン,ビービーヘブン,牡,,,,,,,,,0
マコトエンペラー,マコトエンペラー,牡,,,,,,,,,0
マジックボーイ,マジックボーイ,牡,,,,,,,,,0
マイネルヴェルデ,マイネルヴェルデ,牡,,,,,,,,,0
テイエムサンデー,テイエムサンデー,牡,,,,,,,,,0
テイエムサウスポー,テイエムサウスポー,牡,,,,,,,,,0
ニホンピロハーレー,ニホンピロハーレー,牡,,,,,,,,,0
マヤノトライミー,マヤノトライミー,牡,,,,,,,,,0
マイネルブラウ,マイネルブラウ,牡,,,,,,,,,0
ユウワンプラテクト,ユウワンプラテクト,牡,,,,,,,,,0
ゼンノショウグン,ゼンノショウグン,牡,,,,,,,,,0
イエローボイス,イエローボイス,牡,,,,,,,,,0
タイキダイナスティ,タイキダイナスティ,牡,,,,,,,,,0
ショウナンカイウン,ショウナンカイウン,牡,,,,,,,,,0
テンエイウイング,テンエイウイング,牝,,,,,,,,,0
ネオユニヴァース,ネオユニヴァース,牡,,,,,,,,,0
マッキーマックス,マッキーマックス,牡,,,,,,,,,0
ビッグウルフ,ビッグウルフ,牡,,,,,,,,,0
インペリアルナイト,インペリアルナイト,牡,,,,,,,,,0
ブイロッキー,ブイロッキー,牡,,,,,,,,,0
クワイエットデイ,クワイエットデイ,牡,,,,,,,,,0
ワンモアチャッター,ワンモアチャッター,牡,,,,,,,,,0
エイシンクッシング,エイシンクッシング,牡,,,,,,,,,0
ダイワブレスイング,ダイワブレスイング,牡,,,,,,,,,0
チューニー,チューニー,牝,,,,,,,,,0
ヘイセイピカイチ,ヘイセイピカイチ,牝,,,,,,,,,0
パッションキャリー,パッションキャリー,牝,,,,,,,,,0
タイキチャペル,タイキチャペル,牝,,,,,,,,,0
セイコーミラー,セイコーミラー,牝,,,,,,,,,0
ナイキフェイバー,ナイキフェイバー,牝,,,,,,,,,0
メジロヘリテイジ,メジロヘリテイジ,牝,,,,,,,,,0
ワンアンドオール,ワンアンドオール,牝,,,,,,,,,0
ヴァドヴィーツェ,ヴァドヴィーツェ,牝,,,,,,,,,0
ローレルアイ,ローレルアイ,牝,,,,,,,,,0
サイモンピュアー,サイモンピュアー,牝,,,,,,,,,0
ツイスティングラヴ,ツイスティングラヴ,牝,,,,,,,,,0
リキサンピュアティ,リキサンピュアティ,牝,,,,,,,,,0
ビワシンセイキ,ビワシンセイキ,牡,,,,,,,,,0
エイキューガッツ,エイキューガッツ,牡,,,,,,,,,0
レギュラーメンバー,レギュラーメンバー,牡,,,,,,,,,0
ウインクリューガー,ウインクリューガー,牡,,,,,,,,,0
エコルプレイス,エコルプレイス,牡,,,,,,,,,0
ニシノシタン,ニシノシタン,牡,,,,,,,,,0
ワールドセイハ,ワールドセイハ,牡,,,,,,,,,0
マイネルアルバ,マイネルアルバ,牡,,,,,,,,,0
ゴールデンキャスト,ゴールデンキャスト,牡,,,,,,,,,0
シーキングマイラブ,シーキングマイラブ,牝,,,,,,,,,0
チアズファルコン,チアズファルコン,牡,,,,,,,,,0
リーピングキャット,リーピングキャット,牝,,,,,,,,,0
ドラゴンアイズ,ドラゴンアイズ,牡,,,,,,,,,0
オーゴンプリンス,オーゴンプリンス,牡,,,,,,,,,0
サカラート,サカラート,牡,,,,,,,,,0
イシノグレイス,イシノグレイス,牝,,,,,,,,,0
スティルインラブ,スティルインラブ,牝,,,,,,,,,0
チアズメッセージ,チアズメッセージ,牝,,,,,,,,,0
シェリール,シェリール,牝,,,,,,,,,0
タイカサブランカ,タイカサブランカ,牝,,,,,,,,,0
ウインドヴェイン,ウインドヴェイン,牝,,,,,,,,,0
サクセスウイッチ,サクセスウイッチ,牝,,,,,,,,,0
エクススピーディ,エクススピーディ,牝,,,,,,,,,0
ダイコーマリナ,ダイコーマリナ,牝,,,,,,,,,0
ナムラキャサリン,ナムラキャサリン,牝,,,,,,,,,0
メモリアルオペラ,メモリアルオペラ,牝,,,,,,,,,0
イクエイター,イクエイター,牝,,,,,,,,,0
ピサノメビウス,ピサノメビウス,牝,,,,,,,,,0
スズノマーチ,スズノマーチ,牡,,,,,,,,,0
イルデパン,イルデパン,牡,,,,,,,,,0
リーディングエッジ,リーディングエッジ,牡,,,,,,,,,0
タガノマイバッハ,タガノマイバッハ,牡,,,,,,,,,0
ゴーイングスズカ,ゴーイングスズカ,牡,,,,,,,,,0
ノブレスオブリッジ,ノブレスオブリッジ,牝,,,,,,,,,0
フラワーチャンプ,フラワーチャンプ,牝,,,,,,,,,0
ニシノプロミネンス,ニシノプロミネンス,牝,,,,,,,,,0
チトセサクセス,チトセサクセス,牡,,,,,,,,,0
ヒカルボシ,ヒカルボシ,せん,,,,,,,,,0
ディープインサイド,ディープインサイド,牡,,,,,,,,,0
インタープレジャー,インタープレジャー,牡,,,,,,,,,0
ベストウォリア,ベストウォリア,牡,,,,,,,,,0
チアズシャイニング,チアズシャイニング,牡,,,,,,,,,0
タガノツヨシ,タガノツヨシ,牡,,,,,,,,,0
ギャラントアロー,ギャラントアロー,牡,,,,,,,,,0
タイキジリオン,タイキジリオン,牡,,,,,,,,,0
シベリアンホーク,シベリアンホーク,牡,,,,,,,,,0
シェイクマイハート,シェイクマイハート,牡,,,,,,,,,0
ファンドリワールド,ファンドリワールド,牡,,,,,,,,,0
トップパシコ,トップパシコ,牡,,,,,,,,,0
ジョージアンキング,ジョージアンキング,牡,,,,,,,,,0
ベルグフリート,ベルグフリート,牡,,,,,,,,,0
モンパルナス,モンパルナス,牝,,,,,,,,,0
レイナワルツ,レイナワルツ,牝,,,,,,,,,0
デュアルストーリー,デュアルストーリー,牝,,,,,,,,,0
アフレタータ,アフレタータ,牝,,,,,,,,,0
シルクフローラ,シルクフローラ,牝,,,,,,,,,0
サンタフェイマス,サンタフェイマス,牝,,,,,,,,,0
ジェリクル,ジェリクル,牝,,,,,,,,,0
マイネヌーヴェル,マイネヌーヴェル,牝,,,,,,,,,0
セイレーンズソング,セイレーンズソング,牝,,,,,,,,,0
スプリングドリュー,スプリングドリュー,牝,,,,,,,,,0
エルダンジュ,エルダンジュ,牝,,,,,,,,,0
ローズベアダウン,ローズベアダウン,牝,,,,,,,,,0
アメイジングバイオ,アメイジングバイオ,牝,,,,,,,,,0
オークルーム,オークルーム,牝,,,,,,,,,0
レマーズガール,レマーズガール,牝,,,,,,,,,0
グラッブユアハート,グラッブユアハート,牝,,,,,,,,,0
シルクカンパーナ,シルクカンパーナ,牝,,,,,,,,,0
マイネルイェーガー,マイネルイェーガー,牡,,,,,,,,,0
ダイワセレクション,ダイワセレクション,牡,,,,,,,,,0
テンカタイヘイ,テンカタイヘイ,牡,,,,,,,,,0
ダンサーズナカヤマ,ダンサーズナカヤマ,牡,,,,,,,,,0
カフェベネチアン,カフェベネチアン,牡,,,,,,,,,0
フルーツマシン,フルーツマシン,牡,,,,,,,,,0
クレンデスターン,クレンデスターン,牡,,,,,,,,,0
グラスムーン,グラスムーン,牡,,,,,,,,,0
カオリレッドアイ,カオリレッドアイ,牡,,,,,,,,,0
ミヤギーロイヤル,ミヤギーロイヤル,牡,,,,,,,,,0
メジロランバート,メジロランバート,牡,,,,,,,,,0
ユートピア,ユートピア,牡,,,,,,,,,0
スズカドリーム,スズカドリーム,牡,,,,,,,,,0
シルクボンバイエ,シルクボンバイエ,牡,,,,,,,,,0
エクスアタック,エクスアタック,牡,,,,,,,,,0
サンエムノヴァ,サンエムノヴァ,牡,,,,,,,,,0
ディスタービングザピース,ディスタービングザピース,せん,,,,,,,,,0
エコーエディ,エコーエディ,せん,,,,,,,,,0
エリモピクシー,エリモピクシー,牝,,,,,,,,,0
サクラタイリン,サクラタイリン,牡,,,,,,,,,0
ホウライウォニング,ホウライウォニング,牡,,,,,,,,,0
セイウントライ,セイウントライ,牡,,,,,,,,,0
アルタネート,アルタネート,牡,,,,,,,,,0
フジサイレンス,フジサイレンス,牡,,,,,,,,,0
ナリタマローラ,ナリタマローラ,牝,,,,,,,,,0
アドマイヤグルーヴ,アドマイヤグルーヴ,牝,,,,,,,,,0
センターアンジェロ,センターアンジェロ,牝,,,,,,,,,0
ヤマニンスフィアー,ヤマニンスフィアー,牝,,,,,,,,,0
チアズニューパワー,チアズニューパワー,牡,,,,,,,,,0
エスコートボーイ,エスコートボーイ,せん,,,,,,,,,0
ジャストバンディト,ジャストバンディト,牡,,,,,,,,,0
アーマターク,アーマターク,せん,,,,,,,,,0
ティウチェフ,ティウチェフ,せん,,,,,,,,,0
タイガーグルーム,タイガーグルーム,牡,,,,,,,,,0
シルヴァーアーチャー,シルヴァーアーチャー,せん,,,,,,,,,0
キスミーテンダー,キスミーテンダー,牡,,,,,,,,,0
スカイアンドリュウ,スカイアンドリュウ,牡,,,,,,,,,0
サンキンヘイロー,サンキンヘイロー,牡,,,,,,,,,0
ビッグコング,ビッグコング,牡,,,,,,,,,0
シンコールビー,シンコールビー,牝,,,,,,,,,0
シロキタガデス,シロキタガデス,牝,,,,,,,,,0
ベルモントパティ,ベルモントパティ,牝,,,,,,,,,0
ジョウノカトリーヌ,ジョウノカトリーヌ,牝,,,,,,,,,0
アサギヌ,アサギヌ,牝,,,,,,,,,0
バトルエンプレス,バトルエンプレス,牝,,,,,,,,,0
ミルフィオリ,ミルフィオリ,牝,,,,,,,,,0
マコトマンリョウ,マコトマンリョウ,牝,,,,,,,,,0
ツキノミコト,ツキノミコト,牝,,,,,,,,,0
タニノゴードン,タニノゴードン,牡,,,,,,,,,0
タイムパラドックス,タイムパラドックス,牡,,,,,,,,,0
サンライズキング,サンライズキング,牡,,,,,,,,,0
タケハナオペラ,タケハナオペラ,牡,,,,,,,,,0
カナハラドラゴン,カナハラドラゴン,牡,,,,,,,,,0
イシヤクロマン,イシヤクロマン,牝,,,,,,,,,0
パラダイスシチー,パラダイスシチー,牡,,,,,,,,,0
ゼンノロブロイ,ゼンノロブロイ,牡,,,,,,,,,0
テイクファイブ,テイクファイブ,牡,,,,,,,,,0
ウインジェネラーレ,ウインジェネラーレ,牡,,,,,,,,,0
スズカラムクン,スズカラムクン,牡,,,,,,,,,0
ホーマンオブジェ,ホーマンオブジェ,牡,,,,,,,,,0
スズジャパン,スズジャパン,牡,,,,,,,,,0
エピソードシチー,エピソードシチー,牡,,,,,,,,,0
シースルオール,シースルオール,牡,,,,,,,,,0
チャクラ,チャクラ,牡,,,,,,,,,0
ウインジーニアス,ウインジーニアス,牡,,,,,,,,,0
トリリオンカット,トリリオンカット,牡,,,,,,,,,0
サウスポール,サウスポール,牡,,,,,,,,,0
タニノボルガ,タニノボルガ,牡,,,,,,,,,0
テイエムテンライ,テイエムテンライ,牡,,,,,,,,,0
シルクチャンピオン,シルクチャンピオン,牡,,,,,,,,,0
ソロデビュー,ソロデビュー,牡,,,,,,,,,0
マルイチライデン,マルイチライデン,牡,,,,,,,,,0
キーファクター,キーファクター,牡,,,,,,,,,0
ヒューマ,ヒューマ,牡,,,,,,,,,0
ジャズアップ,ジャズアップ,牡,,,,,,,,,0
クールジョイ,クールジョイ,牡,,,,,,,,,0
ブレーブテンダー,ブレーブテンダー,牡,,,,,,,,,0
ロードアトラス,ロードアトラス,せん,,,,,,,,,0
テイエムハヤカゼ,テイエムハヤカゼ,牡,,,,,,,,,0
メジロオーモンド,メジロオーモンド,牡,,,,,,,,,0
チェックザラック,チェックザラック,牡,,,,,,,,,0
エルカミーノ,エルカミーノ,牡,,,,,,,,,0
テンジンオーカン,テンジンオーカン,牡,,,,,,,,,0
ベストタイクーン,ベストタイクーン,牡,,,,,,,,,0
アサカブレイヴリー,アサカブレイヴリー,牡,,,,,,,,,0
ポップコーンジャズ,ポップコーンジャズ,牝,,,,,,,,,0
メモリーキアヌ,メモリーキアヌ,牝,,,,,,,,,0
コインオブスター,コインオブスター,牝,,,,,,,,,0
0000708203,アイシースズカ,牝,,,,,,0.0,0.0,0.0,1
ゴールドプルーフ,ゴールドプルーフ,牡,,,,,,,,,0
ペルフェット,ペルフェット,牡,,,,,,,,,0
エムエフファルコン,エムエフファルコン,牡,,,,,,,,,0
ツルギセンタン,ツルギセンタン,牝,,,,,,,,,0
ホーマンキュート,ホーマンキュート,牝,,,,,,,,,0
ナリタセンチュリー,ナリタセンチュリー,牡,,,,,,,,,0
ゼンノジャンゴ,ゼンノジャンゴ,牡,,,,,,,,,0
リンカーン,リンカーン,牡,,,,,,,,,0
マイネルソロモン,マイネルソロモン,牡,,,,,,,,,0
マンジュデンコウベ,マンジュデンコウベ,牡,,,,,,,,,0
スシトレイン,スシトレイン,牡,,,,,,,,,0
バタラバ,バタラバ,牝,,,,,,,,,0
メイショウオッチモ,メイショウオッチモ,牝,,,,,,,,,0
ピュアルネッサンス,ピュアルネッサンス,牡,,,,,,,,,0
ハレルヤサンデー,ハレルヤサンデー,牡,,,,,,,,,0
トウショウトリガー,トウショウトリガー,牡,,,,,,,,,0
エイシンハリマオー,エイシンハリマオー,牡,,,,,,,,,0
スズノミヤビオー,スズノミヤビオー,牡,,,,,,,,,0
タイキスティング,タイキスティング,せん,,,,,,,,,0
エムテスカイ,エムテスカイ,牡,,,,,,,,,0
エアスヌープ,エアスヌープ,牡,,,,,,,,,0
ゲイリートマホーク,ゲイリートマホーク,せん,,,,,,,,,0
ヒシフェアレディ,ヒシフェアレディ,牝,,,,,,,,,0
サンキンバスター,サンキンバスター,牡,,,,,,,,,0
ナリタフロンテアー,ナリタフロンテアー,牡,,,,,,,,,0
シゲルトリック,シゲルトリック,牡,,,,,,,,,0
ハツラツ,ハツラツ,牡,,,,,,,,,0
ベレノス,ベレノス,牡,,,,,,,,,0
フルブラスト,フルブラスト,牡,,,,,,,,,0
タイギャラント,タイギャラント,牡,,,,,,,,,0
ツルマルザムライ,ツルマルザムライ,牡,,,,,,,,,0
ホクザンフィールド,ホクザンフィールド,牡,,,,,,,,,0
レジェンドハンター,レジェンドハンター,牡,,,,,,,,,0
ヴィータローザ,ヴィータローザ,牡,,,,,,,,,0
シャドウビンテージ,シャドウビンテージ,牡,,,,,,,,,0
0000708823,アイルビーバック,牡,,,,,,0.0,0.0,0.0,1
タイキアルファ,タイキアルファ,牡,,,,,,,,,0
ロードミカエル,ロードミカエル,牡,,,,,,,,,0
フランキーボーイ,フランキーボーイ,牡,,,,,,,,,0
ビービートマホーク,ビービートマホーク,牡,,,,,,,,,0
メジロトッティ,メジロトッティ,牡,,,,,,,,,0
マイネルフルーク,マイネルフルーク,牡,,,,,,,,,0
タマモゲット,タマモゲット,牡,,,,,,,,,0
フミノトップヒル,フミノトップヒル,牡,,,,,,,,,0
ショウナンタイム,ショウナンタイム,牝,,,,,,,,,0
ミレニアムメモリー,ミレニアムメモリー,牝,,,,,,,,,0
ヨシフサキング,ヨシフサキング,牡,,,,,,,,,0
ダイワカーソン,ダイワカーソン,牡,,,,,,,,,0
レンドフェリーチェ,レンドフェリーチェ,牝,,,,,,,,,0
ミエノサンデー,ミエノサンデー,牝,,,,,,,,,0
コスモリバーサル,コスモリバーサル,牡,,,,,,,,,0
トーホウスパーク,トーホウスパーク,牡,,,,,,,,,0
ジュエリーソード,ジュエリーソード,牡,,,,,,,,,0
メイショウミツクニ,メイショウミツクニ,牡,,,,,,,,,0
ナムラエキスプレス,ナムラエキスプレス,牡,,,,,,,,,0
ワンモアディネロ,ワンモアディネロ,牡,,,,,,,,,0
ネオマエストロ,ネオマエストロ,牡,,,,,,,,,0
トーアコマンダー,トーアコマンダー,牡,,,,,,,,,0
エーピークロー,エーピークロー,牡,,,,,,,,,0
ビッグバトル,ビッグバトル,牡,,,,,,,,,0
イルバチオ,イルバチオ,牝,,,,,,,,,0
ロイヤルキャンサー,ロイヤルキャンサー,牡,,,,,,,,,0
クロンヌドール,クロンヌドール,牡,,,,,,,,,0
フィーユドゥレーヴ,フィーユドゥレーヴ,牝,,,,,,,,,0
フラワーサークル,フラワーサークル,牝,,,,,,,,,0
ミュージックホーク,ミュージックホーク,牡,,,,,,,,,0
マイネルゼスト,マイネルゼスト,牡,,,,,,,,,0
ナムラビッグタイム,ナムラビッグタイム,牡,,,,,,,,,0
プリモスター,プリモスター,牝,,,,,,,,,0
マイネルスペリオル,マイネルスペリオル,牡,,,,,,,,,0
カフェヴィンセント,カフェヴィンセント,牡,,,,,,,,,0
リガードシチー,リガードシチー,牡,,,,,,,,,0
セトノヒット,セトノヒット,牡,,,,,,,,,0
エンジェルクルー,エンジェルクルー,牝,,,,,,,,,0
ルナルナ,ルナルナ,牝,,,,,,,,,0
スピードデステニー,スピードデステニー,牡,,,,,,,,,0
ハイパーバトル,ハイパーバトル,牡,,,,,,,,,0
サンライズシャーク,サンライズシャーク,牡,,,,,,,,,0
タイチルドレン,タイチルドレン,牡,,,,,,,,,0
メイショウドメニカ,メイショウドメニカ,せん,,,,,,,,,0
マイダイナマイト,マイダイナマイト,牝,,,,,,,,,0
ケイエスホノカ,ケイエスホノカ,牝,,,,,,,,,0
マイネルオーパー,マイネルオーパー,牡,,,,,,,,,0
テイエムマッチョ,テイエムマッチョ,牡,,,,,,,,,0
マチカネシルヤキミ,マチカネシルヤキミ,牡,,,,,,,,,0
サムライワールド,サムライワールド,牡,,,,,,,,,0
カチケンザン,カチケンザン,牡,,,,,,,,,0
カイシュウテイオー,カイシュウテイオー,牡,,,,,,,,,0
ティエッチグレース,ティエッチグレース,牝,,,,,,,,,0
ヨイチキナコ,ヨイチキナコ,牝,,,,,,,,,0
ジーティースマイル,ジーティースマイル,牡,,,,,,,,,0
レオマイティー,レオマイティー,牡,,,,,,,,,0
フライトソング,フライトソング,牝,,,,,,,,,0
ロードフラッグ,ロードフラッグ,せん,,,,,,,,,0
エスジービーム,エスジービーム,牡,,,,,,,,,0
マンノチャンピオン,マンノチャンピオン,牡,,,,,,,,,0
トーアカゼノオー,トーアカゼノオー,牡,,,,,,,,,0
エクセシヴワード,エクセシヴワード,牡,,,,,,,,,0
エンゲルグレーセ,エンゲルグレーセ,牡,,,,,,,,,0
シルバーサーベル,シルバーサーベル,牡,,,,,,,,,0
デルマキングオー,デルマキングオー,牡,,,,,,,,,0
シンコウカリド,シンコウカリド,牡,,,,,,,,,0
ダイワバンディット,ダイワバンディット,牡,,,,,,,,,0
ウイングレット,ウイングレット,牝,,,,,,,,,0
0000119530,アウトディスタンス,牡,,,,,,0.0,0.0,0.0,1
マイネルベナード,マイネルベナード,牡,,,,,,,,,0
クリスタルヴィオレ,クリスタルヴィオレ,牝,,,,,,,,,0
トウカイハッスル,トウカイハッスル,牡,,,,,,,,,0
ナンヨーアルトラブ,ナンヨーアルトラブ,牝,,,,,,,,,0
シャドウファイル,シャドウファイル,牝,,,,,,,,,0
マリンゴールド,マリンゴールド,牝,,,,,,,,,0
エーティーテイオー,エーティーテイオー,牡,,,,,,,,,0
マイネルディマジオ,マイネルディマジオ,牡,,,,,,,,,0
マイネルアクセル,マイネルアクセル,牡,,,,,,,,,0
パレスエース,パレスエース,牡,,,,,,,,,0
オイワケヒエン,オイワケヒエン,牝,,,,,,,,,0
フリークオブダンス,フリークオブダンス,牝,,,,,,,,,0
ストームセイコー,ストームセイコー,牡,,,,,,,,,0
マリンボート,マリンボート,牝,,,,,,,,,0
タマモオーシャン,タマモオーシャン,牡,,,,,,,,,0
メイショウボーラー,メイショウボーラー,牡,,,,,,,,,0
コスモサンビーム,コスモサンビーム,牡,,,,,,,,,0
エイシンヘーベ,エイシンヘーベ,牝,,,,,,,,,0
カイシュウマックス,カイシュウマックス,牡,,,,,,,,,0
フィールドルーキー,フィールドルーキー,牡,,,,,,,,,0
サンデースウィープ,サンデースウィープ,牡,,,,,,,,,0
テイエムマウンテン,テイエムマウンテン,牝,,,,,,,,,0
ユウゼータ,ユウゼータ,牡,,,,,,,,,0
タケイチグッド,タケイチグッド,牡,,,,,,,,,0
バンジョキャラット,バンジョキャラット,牝,,,,,,,,,0
コスモキャンドル,コスモキャンドル,牝,,,,,,,,,0
グランプリオーロラ,グランプリオーロラ,牝,,,,,,,,,0
トーホウチェリー,トーホウチェリー,牝,,,,,,,,,0
マイネルゼピュロス,マイネルゼピュロス,牡,,,,,,,,,0
マルシゲアリダー,マルシゲアリダー,牡,,,,,,,,,0
ウインラディウス,ウインラディウス,牡,,,,,,,,,0
オーゴンサンデー,オーゴンサンデー,牝,,,,,,,,,0
ガンアンドローズ,ガンアンドローズ,牝,,,,,,,,,0
スナークバクシン,スナークバクシン,牡,,,,,,,,,0
フレノキャプテン,フレノキャプテン,牡,,,,,,,,,0
ヘイロンシン,ヘイロンシン,牝,,,,,,,,,0
トウホープログレス,トウホープログレス,牝,,,,,,,,,0
シーグローリアス,シーグローリアス,牡,,,,,,,,,0
ニシノシンフォニー,ニシノシンフォニー,牡,,,,,,,,,0
マイネルプレシャス,マイネルプレシャス,牡,,,,,,,,,0
グランリーオ,グランリーオ,牡,,,,,,,,,0
コレクションボス,コレクションボス,牡,,,,,,,,,0
ベストアルバム,ベストアルバム,牝,,,,,,,,,0
ヘヴンリーロマンス,ヘヴンリーロマンス,牝,,,,,,,,,0
テイエムオゴジョ,テイエムオゴジョ,牝,,,,,,,,,0
キャッスルブラウン,キャッスルブラウン,牝,,,,,,,,,0
スプリングシオン,スプリングシオン,牡,,,,,,,,,0
アマノブレイブリー,アマノブレイブリー,牡,,,,,,,,,0
マイネルガーランド,マイネルガーランド,牡,,,,,,,,,0
ハードクリスタル,ハードクリスタル,牡,,,,,,,,,0
シンドバッド,シンドバッド,牡,,,,,,,,,0
モエレエスポワール,モエレエスポワール,牡,,,,,,,,,0
アズマサンダース,アズマサンダース,牝,,,,,,,,,0
ヤマニンシュクル,ヤマニンシュクル,牝,,,,,,,,,0
マイネルブルック,マイネルブルック,牡,,,,,,,,,0
タイセイドラゴン,タイセイドラゴン,牡,,,,,,,,,0
キョウワスプレンダ,キョウワスプレンダ,牡,,,,,,,,,0
アーバンエスケープ,アーバンエスケープ,牡,,,,,,,,,0
エボニービジョン,エボニービジョン,牡,,,,,,,,,0
スズカマンボ,スズカマンボ,牡,,,,,,,,,0
ブリッコーネ,ブリッコーネ,牡,,,,,,,,,0
アラビアンナイト,アラビアンナイト,牡,,,,,,,,,0
サンワードミル,サンワードミル,牝,,,,,,,,,0
リネンドン,リネンドン,せん,,,,,,,,,0
レディブロンド,レディブロンド,牝,,,,,,,,,0
マイネルセレクト,マイネルセレクト,牡,,,,,,,,,0
アドマイヤジャック,アドマイヤジャック,牡,,,,,,,,,0
エイシンラグランジ,エイシンラグランジ,牡,,,,,,,,,0
タクミシルバー,タクミシルバー,牡,,,,,,,,,0
ニチドウマジック,ニチドウマジック,せん,,,,,,,,,0
サクラティアラ,サクラティアラ,牝,,,,,,,,,0
ダンツランニング,ダンツランニング,牡,,,,,,,,,0
テンビーエース,テンビーエース,牝,,,,,,,,,0
フサイチジハード,フサイチジハード,牡,,,,,,,,,0
テントップサンダー,テントップサンダー,牡,,,,,,,,,0
