horse_id,horse_name,ancestor_id,ancestor_name,generation,line
0000330256,イケハヤブサ,0000387922,Lady Angela(GB),2,SD
0000330256,イケハヤブサ,0000334375,Native Dancer(USA),3,SDS
0000330256,イケハヤブサ,0000386852,Almahmoud(USA),4,SDSS
0000330256,イケハヤブサ,0000334545,Tom Fool(USA),5,SDSSS
0000330256,イケハヤブサ,0000389645,Busanda(USA),5,SDSSD
0000330256,イケハヤブサ,0000334552,Traffic Judge(USA),4,SDSD
0000330256,イケハヤブサ,0000390752,Stolen Hour(USA),5,SDSDS
0000330256,イケハヤブサ,0000335850,Sir Gaylord(USA),5,SDSDD
0000330256,イケハヤブサ,0000386241,Little Hut(USA),3,SDD
0000330256,イケハヤブサ,0000334436,Princely Gift(GB),4,SDDS
0000330256,イケハヤブサ,0000389582,Tekka(GB),5,SDDSS
0000330256,イケハヤブサ,0000334501,Spy Song(USA),5,SDDSD
0000330256,イケハヤブサ,0000388369,Papila(ARG),4,SDDD
0000330256,イケハヤブサ,0000334188,Court Martial(GB),5,SDDDS
0000330256,イケハヤブサ,0000389571,Omelet Souffle(USA),5,SDDDD
0000330256,イケハヤブサ,0000147873,ハヤルビー,1,D
0000330256,イケハヤブサ,0000333611,ヴアイスリーガル(CAN),2,DS
0000330256,イケハヤブサ,0000044568,クインサンキスト,3,DSS
0000330256,イケハヤブサ,0000334002,Northern Dancer(CAN),4,DSSS
0000330256,イケハヤブサ,0000389443,Victoria Regina(CAN),5,DSSSS
0000330256,イケハヤブサ,0000333243,ガーサント(FR),5,DSSSD
0000330256,イケハヤブサ,0000009600,第四サンキストの弐,4,DSSD
0000330256,イケハヤブサ,0000334378,Nearctic(CAN),5,DSSDS
0000330256,イケハヤブサ,0000386225,Natalma(USA),5,DSSDD
0000330256,イケハヤブサ,0000335781,Menetrier(FR),3,DSD
0000330256,イケハヤブサ,0000389051,Victoriana(USA),4,DSDS
0000330256,イケハヤブサ,0000334936,Bubbles(FR),5,DSDSS
0000330256,イケハヤブサ,0000388214,Montagnana(FR),5,DSDSD
0000330256,イケハヤブサ,0000333207,パールダイヴアー(FR),4,DSDD
0000330256,イケハヤブサ,0000004509,第四サンキスト,5,DSDDS
0000330256,イケハヤブサ,0000334377,Nearco(ITY),5,DSDDD
0000330256,イケハヤブサ,0000387922,Lady Angela(GB),2,DD
0000330256,イケハヤブサ,0000334375,Native Dancer(USA),3,DDS
0000330256,イケハヤブサ,0000386852,Almahmoud(USA),4,DDSS
0000330256,イケハヤブサ,0000334244,Fair Copy(GB),5,DDSSS
0000330256,イケハヤブサ,0000389293,La Melodie(GB),5,DDSSD
0000330256,イケハヤブサ,0000334978,Windfields(USA),4,DDSD
0000330256,イケハヤブサ,0000387835,Iribelle(USA),5,DDSDS
0000330256,イケハヤブサ,0000334937,La Farina(FR),5,DDSDD
0000330256,イケハヤブサ,0000388769,Spring Cleaning(FR),3,DDD
0000330256,イケハヤブサ,0000334988,Brantome(FR),4,DDDS
0000330256,イケハヤブサ,0000388122,Mauretania(GB),5,DDDSS
0000330256,イケハヤブサ,0000334901,Vatellor(FR),5,DDDSD
0000330256,イケハヤブサ,0000388390,Pearl Cap(FR),4,DDDD
0000330256,イケハヤブサ,0000333194,トサミドリ,5,DDDDS
0000330256,イケハヤブサ,0000000191,サンキスト,5,DDDDD
0000329719,イシノミューズ,0000362599,ラムタラ(USA),1,S
0000329719,イシノミューズ,0000333996,Nijinsky(CAN),2,SS
0000329719,イシノミューズ,0000410513,Snow Bride(USA),3,SSS
0000329719,イシノミューズ,0000334002,Northern Dancer(CAN),4,SSSS
0000329719,イシノミューズ,0000387574,Flaming Page(CAN),5,SSSSS
0000329719,イシノミューズ,0000335274,Blushing Groom(FR),5,SSSSD
0000329719,イシノミューズ,0000405297,Awaasif(CAN),4,SSSD
0000329719,イシノミューズ,0000334378,Nearctic(CAN),5,SSSDS
0000329719,イシノミューズ,0000386225,Natalma(USA),5,SSSDD
0000329719,イシノミューズ,0000335434,Bull Page(USA),3,SSD
0000329719,イシノミューズ,0000387578,Flaring Top(USA),4,SSDS
0000329719,イシノミューズ,0000334068,Red God(USA),5,SSDSS
0000329719,イシノミューズ,0000388608,Runaway Bride(GB),5,SSDSD
0000329719,イシノミューズ,0000335299,Snow Knight(GB),4,SSDD
0000329719,イシノミューズ,0000386743,Royal Statute(CAN),5,SSDDS
0000329719,イシノミューズ,0000334377,Nearco(ITY),5,SSDDD
0000329719,イシノミューズ,0000387922,Lady Angela(GB),2,SD
0000329719,イシノミューズ,0000334375,Native Dancer(USA),3,SDS
0000329719,イシノミューズ,0000386852,Almahmoud(USA),4,SDSS
0000329719,イシノミューズ,0000334943,Bull Lea(USA),5,SDSSS
0000329719,イシノミューズ,0000388352,Our Page(USA),5,SDSSD
0000329719,イシノミューズ,0000335008,Menow(USA),4,SDSD
0000329719,イシノミューズ,0000387576,Flaming Top(USA),5,SDSDS
0000329719,イシノミューズ,0000334374,Nasrullah(GB),5,SDSDD
0000329719,イシノミューズ,0000385473,Spring Run(USA),3,SDD
0000329719,イシノミューズ,0000334072,Wild Risk(FR),4,SDDS
0000329719,イシノミューズ,0000386829,Aimee(GB),5,SDDSS
0000329719,イシノミューズ,0000334020,Firestreak(GB),5,SDDSD
0000329719,イシノミューズ,0000403165,Snow Blossom(GB),4,SDDD
0000329719,イシノミューズ,0000334002,Northern Dancer(CAN),5,SDDDS
0000329719,イシノミューズ,0000386744,Queen's Statute(GB),5,SDDDD
0000329719,イシノミューズ,0000237056,インターアルテミス,1,D
0000329719,イシノミューズ,0000333740,タツプオンウツド(IRE),2,DS
0000329719,イシノミューズ,0000100251,ペギートウシヨウ,3,DSS
0000329719,イシノミューズ,0000335962,Sallust(GB),4,DSSS
0000329719,イシノミューズ,0000390210,Cat o'Mountaine(GB),5,DSSSS
0000329719,イシノミューズ,0000333451,クロケツト(GB),5,DSSSD
0000329719,イシノミューズ,0000052335,ソシアルトウシヨウ,4,DSSD
0000329719,イシノミューズ,0000334016,Pall Mall(IRE),5,DSSDS
0000329719,イシノミューズ,0000390211,Bandarilla(GB),5,DSSDD
0000329719,イシノミューズ,0000334056,Ragusa(GB),3,DSD
0000329719,イシノミューズ,0000389312,Marie Elizabeth(GB),4,DSDS
0000329719,イシノミューズ,0000334321,King of the Tudors(GB),5,DSDSS
0000329719,イシノミューズ,0000384581,Chandelier(GB),5,DSDSD
0000329719,イシノミューズ,0000333359,ヴエンチア(GB),4,DSDD
0000329719,イシノミューズ,0000378226,ソシアルバターフライ(USA),5,DSDDS
0000329719,イシノミューズ,0000334405,Palestine(GB),5,DSDDD
0000329719,イシノミューズ,0000388084,Malapert(GB),2,DD
0000329719,イシノミューズ,0000333313,マタドア(GB),3,DDS
0000329719,イシノミューズ,0000390212,Interval(GB),4,DDSS
0000329719,イシノミューズ,0000334457,Ribot(GB),5,DDSSS
0000329719,イシノミューズ,0000384756,Fantan(USA),5,DDSSD
0000329719,イシノミューズ,0000335338,Mazarin(GB),4,DDSD
0000329719,イシノミューズ,0000389943,Miss Honor(GB),5,DDSDS
0000329719,イシノミューズ,0000333989,Tudor Minstrel(GB),5,DDSDD
0000329719,イシノミューズ,0000387681,Glen Line(GB),3,DDD
0000329719,イシノミューズ,0000334278,Goyama(FR),4,DDDS
0000329719,イシノミューズ,0000385320,Queen of Light(GB),5,DDDSS
0000329719,イシノミューズ,0000347198,Relic(USA),5,DDDSD
0000329719,イシノミューズ,0000388583,Rose o'Lynn(IRE),4,DDDD
0000329719,イシノミューズ,0000334591,Your Host(USA),5,DDDDS
0000329719,イシノミューズ,0000385670,Wisteria(USA),5,DDDDD
0000738866,イブキレボルシオン,0000333862,サンデーサイレンス(USA),1,S
0000738866,イブキレボルシオン,0000335154,Halo(USA),2,SS
0000738866,イブキレボルシオン,0000393162,Wishing Well(USA),3,SSS
0000738866,イブキレボルシオン,0000334286,Hail to Reason(USA),4,SSSS
0000738866,イブキレボルシオン,0000387273,Cosmah(USA),5,SSSSS
0000738866,イブキレボルシオン,0000336892,Understanding(USA),5,SSSSD
0000738866,イブキレボルシオン,0000393161,Mountain Flower(USA),4,SSSD
0000738866,イブキレボルシオン,0000334560,Turn-to(IRE),5,SSSDS
0000738866,イブキレボルシオン,0000388312,Nothirdchance(USA),5,SSSDD
0000738866,イブキレボルシオン,0000335457,Cosmic Bomb(USA),3,SSD
0000738866,イブキレボルシオン,0000386852,Almahmoud(USA),4,SSDS
0000738866,イブキレボルシオン,0000334029,Promised Land(USA),5,SSDSS
0000738866,イブキレボルシオン,0000385295,Pretty Ways(USA),5,SSDSD
0000738866,イブキレボルシオン,0000336896,Montparnasse(ARG),4,SSDD
0000738866,イブキレボルシオン,0000393160,Edelweiss(USA),5,SSDDS
0000738866,イブキレボルシオン,0000334857,Royal Charger(GB),5,SSDDD
0000738866,イブキレボルシオン,0000388755,Source Sucree(FR),2,SD
0000738866,イブキレボルシオン,0000335418,Blue Swords(USA),3,SDS
0000738866,イブキレボルシオン,0000387644,Galla Colors(USA),4,SDSS
0000738866,イブキレボルシオン,0000335009,Pharamond(GB),5,SDSSS
0000738866,イブキレボルシオン,0000386953,Banish Fear(USA),5,SDSSD
0000738866,イブキレボルシオン,0000334823,Mahmoud(FR),4,SDSD
0000738866,イブキレボルシオン,0000389152,Arbitrator(USA),5,SDSDS
0000738866,イブキレボルシオン,0000335790,Palestinian(USA),5,SDSDD
0000738866,イブキレボルシオン,0000388070,Mahmoudess(USA),3,SDD
0000738866,イブキレボルシオン,0000334508,Stymie(USA),4,SDDS
0000738866,イブキレボルシオン,0000388472,Pretty Jo(USA),5,SDDSS
0000738866,イブキレボルシオン,0000334284,Gulf Stream(GB),5,SDDSD
0000738866,イブキレボルシオン,0000393157,Mignon(ARG),4,SDDD
0000738866,イブキレボルシオン,0000334297,Hillary(USA),5,SDDDS
0000738866,イブキレボルシオン,0000393159,Dowager(USA),5,SDDDD
0000738866,イブキレボルシオン,0000256516,イブキニュースター,1,D
0000738866,イブキレボルシオン,0000333996,Nijinsky(CAN),2,DS
0000738866,イブキレボルシオン,0000383514,リーガルエンドーバー(USA),3,DSS
0000738866,イブキレボルシオン,0000334002,Northern Dancer(CAN),4,DSSS
0000738866,イブキレボルシオン,0000387574,Flaming Page(CAN),5,DSSSS
0000738866,イブキレボルシオン,0000335167,Roberto(USA),5,DSSSD
0000738866,イブキレボルシオン,0000386753,Rajput Princess(FR),4,DSSD
0000738866,イブキレボルシオン,0000334378,Nearctic(CAN),5,DSSDS
0000738866,イブキレボルシオン,0000386225,Natalma(USA),5,DSSDD
0000738866,イブキレボルシオン,0000335434,Bull Page(USA),3,DSD
0000738866,イブキレボルシオン,0000387578,Flaring Top(USA),4,DSDS
0000738866,イブキレボルシオン,0000334286,Hail to Reason(USA),5,DSDSS
0000738866,イブキレボルシオン,0000389183,Bramalea(USA),5,DSDSD
0000738866,イブキレボルシオン,0000334028,Prince Taj(FR),4,DSDD
0000738866,イブキレボルシオン,0000386751,Royal Arrival(GB),5,DSDDS
0000738866,イブキレボルシオン,0000334377,Nearco(ITY),5,DSDDD
0000738866,イブキレボルシオン,0000387922,Lady Angela(GB),2,DD
0000738866,イブキレボルシオン,0000334375,Native Dancer(USA),3,DDS
0000738866,イブキレボルシオン,0000386852,Almahmoud(USA),4,DDSS
0000738866,イブキレボルシオン,0000334943,Bull Lea(USA),5,DDSSS
0000738866,イブキレボルシオン,0000388352,Our Page(USA),5,DDSSD
0000738866,イブキレボルシオン,0000335008,Menow(USA),4,DDSD
0000738866,イブキレボルシオン,0000387576,Flaming Top(USA),5,DDSDS
0000738866,イブキレボルシオン,0000334560,Turn-to(IRE),5,DDSDD
0000738866,イブキレボルシオン,0000388312,Nothirdchance(USA),3,DDD
0000738866,イブキレボルシオン,0000334373,Nashua(USA),4,DDDS
0000738866,イブキレボルシオン,0000389382,Rarelea(USA),5,DDDSS
0000738866,イブキレボルシオン,0000335650,Prince Bio(FR),5,DDDSD
0000738866,イブキレボルシオン,0000388087,Malindi(GB),4,DDDD
0000738866,イブキレボルシオン,0000338897,Vieux Manoir(FR),5,DDDDS
0000738866,イブキレボルシオン,0000394665,Bellatrix(FR),5,DDDDD
0000732984,イヤダイヤダ,0000283958,サニーブライアン,1,S
0000732984,イヤダイヤダ,0000333844,ブライアンズタイム(USA),2,SS
0000732984,イヤダイヤダ,0000208841,サニースイフト,3,SSS
0000732984,イヤダイヤダ,0000335167,Roberto(USA),4,SSSS
0000732984,イヤダイヤダ,0000391984,Kelley's Day(USA),5,SSSSS
0000732984,イヤダイヤダ,0000333677,スイフトスワロー(USA),5,SSSSD
0000732984,イヤダイヤダ,0000070180,サニーロマン,4,SSSD
0000732984,イヤダイヤダ,0000334286,Hail to Reason(USA),5,SSSDS
0000732984,イヤダイヤダ,0000389183,Bramalea(USA),5,SSSDD
0000732984,イヤダイヤダ,0000334999,Graustark(USA),3,SSD
0000732984,イヤダイヤダ,0000389258,Golden Trail(USA),4,SSDS
0000732984,イヤダイヤダ,0000334002,Northern Dancer(CAN),5,SSDSS
0000732984,イヤダイヤダ,0000386653,Homeward Bound(GB),5,SSDSD
0000732984,イヤダイヤダ,0000333374,フアバージ(FR),4,SSDD
0000732984,イヤダイヤダ,0000005799,フアイナルクイン,5,SSDDS
0000732984,イヤダイヤダ,0000334560,Turn-to(IRE),5,SSDDD
0000732984,イヤダイヤダ,0000388312,Nothirdchance(USA),2,SD
0000732984,イヤダイヤダ,0000334373,Nashua(USA),3,SDS
0000732984,イヤダイヤダ,0000389382,Rarelea(USA),4,SDSS
0000732984,イヤダイヤダ,0000334457,Ribot(GB),5,SDSSS
0000732984,イヤダイヤダ,0000387590,Flower Bowl(USA),5,SDSSD
0000732984,イヤダイヤダ,0000334030,Hasty Road(USA),4,SDSD
0000732984,イヤダイヤダ,0000389428,Sunny Vale(USA),5,SDSDS
0000732984,イヤダイヤダ,0000334378,Nearctic(CAN),5,SDSDD
0000732984,イヤダイヤダ,0000386225,Natalma(USA),3,SDD
0000732984,イヤダイヤダ,0000334092,Alycidon(GB),4,SDDS
0000732984,イヤダイヤダ,0000389391,Sabie River(GB),5,SDDSS
0000732984,イヤダイヤダ,0000334436,Princely Gift(GB),5,SDDSD
0000732984,イヤダイヤダ,0000386738,Spring Offensive(GB),4,SDDD
0000732984,イヤダイヤダ,0000001319,フアイナルスコア(NZ),5,SDDDS
0000732984,イヤダイヤダ,0000000557,ツキカワ,5,SDDDD
0000732984,イヤダイヤダ,0000326105,モットヒカリヲ,1,D
0000732984,イヤダイヤダ,0000337421,アフリート(CAN),2,DS
0000732984,イヤダイヤダ,0000275654,メロンパン(USA),3,DSS
0000732984,イヤダイヤダ,0000335975,Mr. Prospector(USA),4,DSSS
0000732984,イヤダイヤダ,0000394661,Polite Lady(USA),5,DSSSS
0000732984,イヤダイヤダ,0000337450,Theatrical(IRE),5,DSSSD
0000732984,イヤダイヤダ,0000411158,Border Dawn(IRE),4,DSSD
0000732984,イヤダイヤダ,0000334066,Raise a Native(USA),5,DSSDS
0000732984,イヤダイヤダ,0000389632,Gold Digger(USA),5,DSSDD
0000732984,イヤダイヤダ,0000337420,Venetian Jester(USA),3,DSD
0000732984,イヤダイヤダ,0000394660,Friendly Ways(USA),4,DSDS
0000732984,イヤダイヤダ,0000336085,Nureyev(USA),5,DSDSS
0000732984,イヤダイヤダ,0000383754,ツリーオブノレッジ(IRE),5,DSDSD
0000732984,イヤダイヤダ,0000333626,ピツトカーン(IRE),4,DSDD
0000732984,イヤダイヤダ,0000411157,My Fawn(FR),5,DSDDS
0000732984,イヤダイヤダ,0000334375,Native Dancer(USA),5,DSDDD
0000732984,イヤダイヤダ,0000388521,Raise You(USA),2,DD
0000732984,イヤダイヤダ,0000334373,Nashua(USA),3,DDS
0000732984,イヤダイヤダ,0000389398,Sequence(USA),4,DDSS
0000732984,イヤダイヤダ,0000334545,Tom Fool(USA),5,DDSSS
0000732984,イヤダイヤダ,0000394478,Venice(USA),5,DDSSD
0000732984,イヤダイヤダ,0000336341,Green Ticket(USA),4,DDSD
0000732984,イヤダイヤダ,0000394659,Ways to Learn(USA),5,DDSDS
0000732984,イヤダイヤダ,0000334002,Northern Dancer(CAN),5,DDSDD
0000732984,イヤダイヤダ,0000390581,Special(USA),3,DDD
0000732984,イヤダイヤダ,0000333959,Sassafras(FR),4,DDDS
0000732984,イヤダイヤダ,0000390860,Sensibility(USA),5,DDDSS
0000732984,イヤダイヤダ,0000334415,Petingo(GB),5,DDDSD
0000732984,イヤダイヤダ,0000386654,Border Bounty(GB),4,DDDD
0000732984,イヤダイヤダ,0000334302,Hugh Lupus(FR),5,DDDDS
0000732984,イヤダイヤダ,0000385223,Our Girl(GB),5,DDDDD
0000736633,ウインクルセイド,0000294840,キングヘイロー,1,S
0000736633,ウインクルセイド,0000336853,ダンシングブレーヴ(USA),2,SS
0000736633,ウインクルセイド,0000383287,グッバイヘイロー(USA),3,SSS
0000736633,ウインクルセイド,0000334968,Lyphard(USA),4,SSSS
0000736633,ウインクルセイド,0000390533,Navajo Princess(USA),5,SSSSS
0000736633,ウインクルセイド,0000335154,Halo(USA),5,SSSSD
0000736633,ウインクルセイド,0000391985,Pound Foolish(USA),4,SSSD
0000736633,ウインクルセイド,0000334002,Northern Dancer(CAN),5,SSSDS
0000736633,ウインクルセイド,0000389259,Goofed(USA),5,SSSDD
0000736633,ウインクルセイド,0000336070,Drone(USA),3,SSD
0000736633,ウインクルセイド,0000390532,Olmec(USA),4,SSDS
0000736633,ウインクルセイド,0000334286,Hail to Reason(USA),5,SSDSS
0000736633,ウインクルセイド,0000387273,Cosmah(USA),5,SSDSD
0000736633,ウインクルセイド,0000333957,Sir Ivor(USA),4,SSDD
0000736633,ウインクルセイド,0000389708,Squander(USA),5,SSDDS
0000736633,ウインクルセイド,0000334378,Nearctic(CAN),5,SSDDD
0000736633,ウインクルセイド,0000386225,Natalma(USA),2,SD
0000736633,ウインクルセイド,0000334188,Court Martial(GB),3,SDS
0000736633,ウインクルセイド,0000389161,Barra(FR),4,SDSS
0000736633,ウインクルセイド,0000335850,Sir Gaylord(USA),5,SDSSS
0000736633,ウインクルセイド,0000390528,Cap and Bells(USA),5,SDSSD
0000736633,ウインクルセイド,0000334404,Pago Pago(AUS),4,SDSD
0000736633,ウインクルセイド,0000390531,Chocolate Beau(USA),5,SDSDS
0000736633,ウインクルセイド,0000334560,Turn-to(IRE),5,SDSDD
0000736633,ウインクルセイド,0000388312,Nothirdchance(USA),3,SDD
0000736633,ウインクルセイド,0000335457,Cosmic Bomb(USA),4,SDDS
0000736633,ウインクルセイド,0000386852,Almahmoud(USA),5,SDDSS
0000736633,ウインクルセイド,0000335850,Sir Gaylord(USA),5,SDDSD
0000736633,ウインクルセイド,0000386736,Attica(USA),4,SDDD
0000736633,ウインクルセイド,0000334012,Buckpasser(USA),5,SDDDS
0000736633,ウインクルセイド,0000389709,Discipline(USA),5,SDDDD
0000736633,ウインクルセイド,0000231283,ロイヤルクロス,1,D
0000736633,ウインクルセイド,0000333792,スリルシヨー(USA),2,DS
0000736633,ウインクルセイド,0000091780,スタームーン,3,DSS
0000736633,ウインクルセイド,0000335989,Northern Baby(CAN),4,DSSS
0000736633,ウインクルセイド,0000391457,Splendid Girl(USA),5,DSSSS
0000736633,ウインクルセイド,0000333422,シヤトーゲイ(USA),5,DSSSD
0000736633,ウインクルセイド,0000013661,ブラツクバトー,4,DSSD
0000736633,ウインクルセイド,0000334002,Northern Dancer(CAN),5,DSSDS
0000736633,ウインクルセイド,0000390297,Two Rings(USA),5,DSSDD
0000736633,ウインクルセイド,0000336366,Golden Eagle(FR),3,DSD
0000736633,ウインクルセイド,0000391456,Coccinea(USA),4,DSDS
0000736633,ウインクルセイド,0000333977,Swaps(USA),5,DSDSS
0000736633,ウインクルセイド,0000386955,Banquet Bell(USA),5,DSDSD
0000736633,ウインクルセイド,0000333190,ヒンドスタン(GB),4,DSDD
0000736633,ウインクルセイド,0000006847,チエス,5,DSDDS
0000736633,ウインクルセイド,0000334378,Nearctic(CAN),5,DSDDD
0000736633,ウインクルセイド,0000386225,Natalma(USA),2,DD
0000736633,ウインクルセイド,0000345057,Round Table(USA),3,DDS
0000736633,ウインクルセイド,0000384319,Allofthem(USA),4,DDSS
0000736633,ウインクルセイド,0000334055,Right Royal(FR),5,DDSSS
0000736633,ウインクルセイド,0000391455,Aquilla(USA),5,DDSSD
0000736633,ウインクルセイド,0000334314,Jaipur(USA),4,DDSD
0000736633,ウインクルセイド,0000391395,Scarlet Ribbon(USA),5,DDSDS
0000736633,ウインクルセイド,0000334319,Khaled(GB),5,DDSDD
0000736633,ウインクルセイド,0000386181,Iron Reward(USA),3,DDD
0000736633,ウインクルセイド,0000334853,Polynesian(USA),4,DDDS
0000736633,ウインクルセイド,0000387363,Dinner Horn(USA),5,DDDSS
0000736633,ウインクルセイド,0000334138,Bois Roussel(FR),5,DDDSD
0000736633,ウインクルセイド,0000388749,Sonibai(GB),4,DDDD
0000736633,ウインクルセイド,0000333207,パールダイヴアー(FR),5,DDDDS
0000736633,ウインクルセイド,0000002035,ハクレイ,5,DDDDD
0000318033,ウインブレイズ,0000201489,メジロライアン,1,S
0000318033,ウインブレイズ,0000098122,アンバーシヤダイ,2,SS
0000318033,ウインブレイズ,0000097964,メジロチエイサー,3,SSS
0000318033,ウインブレイズ,0000333544,ノーザンテースト(CAN),4,SSSS
0000318033,ウインブレイズ,0000380822,クリアアンバー(USA),5,SSSSS
0000318033,ウインブレイズ,0000011156,メジロサンマン,5,SSSSD
0000318033,ウインブレイズ,0000381553,シエリル(FR),4,SSSD
0000318033,ウインブレイズ,0000334002,Northern Dancer(CAN),5,SSSDS
0000318033,ウインブレイズ,0000386266,Lady Victoria(CAN),5,SSSDD
0000318033,ウインブレイズ,0000334094,Ambiopoise(USA),3,SSD
0000318033,ウインブレイズ,0000385213,One Clear Call(USA),4,SSDS
0000318033,ウインブレイズ,0000333967,Charlottesville(GB),5,SSDSS
0000318033,ウインブレイズ,0000377490,パラデイシア(GB),5,SSDSD
0000318033,ウインブレイズ,0000333456,スノツブ(FR),4,SSDD
0000318033,ウインブレイズ,0000384582,Chanel(FR),5,SSDDS
0000318033,ウインブレイズ,0000334378,Nearctic(CAN),5,SSDDD
0000318033,ウインブレイズ,0000386225,Natalma(USA),2,SD
0000318033,ウインブレイズ,0000335344,Victoria Park(CAN),3,SDS
0000318033,ウインブレイズ,0000387922,Lady Angela(GB),4,SDSS
0000318033,ウインブレイズ,0000338908,Ambiorix(FR),5,SDSSS
0000318033,ウインブレイズ,0000387116,Bull Poise(USA),5,SDSSD
0000318033,ウインブレイズ,0000333945,Gallant Man(GB),4,SDSD
0000318033,ウインブレイズ,0000387472,Europa(USA),5,SDSDS
0000318033,ウインブレイズ,0000334433,Prince Chevalier(FR),5,SDSDD
0000318033,ウインブレイズ,0000388304,Noorani(GB),3,SDD
0000318033,ウインブレイズ,0000333932,Aureole(GB),4,SDDS
0000318033,ウインブレイズ,0000384589,Chenille(GB),5,SDDSS
0000318033,ウインブレイズ,0000334632,Mourne(FR),5,SDDSD
0000318033,ウインブレイズ,0000388666,Senones(FR),4,SDDD
0000318033,ウインブレイズ,0000334602,Pan(FR),5,SDDDS
0000318033,ウインブレイズ,0000386965,Barley Corn(GB),5,SDDDD
0000318033,ウインブレイズ,0000187380,スーパーセブン,1,D
0000318033,ウインブレイズ,0000097532,ブラビオー,2,DS
0000318033,ウインブレイズ,0000144449,フジノムーリン,3,DSS
0000318033,ウインブレイズ,0000333475,カウアイキング(USA),4,DSSS
0000318033,ウインブレイズ,0000051595,カツラアサヒ,5,DSSSS
0000318033,ウインブレイズ,0000333548,ムーリン(FR),5,DSSSD
0000318033,ウインブレイズ,0000045515,タイガーフジ,4,DSSD
0000318033,ウインブレイズ,0000334375,Native Dancer(USA),5,DSSDS
0000318033,ウインブレイズ,0000388837,Sweep In(USA),5,DSSDD
0000318033,ウインブレイズ,0000333298,レベルコ(GB),3,DSD
0000318033,ウインブレイズ,0000378480,ペルメル(IRE),4,DSDS
0000318033,ウインブレイズ,0000333934,Kashmir(GB),5,DSDSS
0000318033,ウインブレイズ,0000387692,Golden Glory(GB),5,DSDSD
0000318033,ウインブレイズ,0000333213,ソロナウエー(IRE),4,DSDD
0000318033,ウインブレイズ,0000005788,カツラフジ,5,DSDDS
0000318033,ウインブレイズ,0000334853,Polynesian(USA),5,DSDDD
0000318033,ウインブレイズ,0000387667,Geisha(USA),2,DD
0000318033,ウインブレイズ,0000334824,Blenheim(GB),3,DDS
0000318033,ウインブレイズ,0000388835,Sweepesta(USA),4,DDSS
0000318033,ウインブレイズ,0000333983,Tanerko(FR),5,DDSSS
0000318033,ウインブレイズ,0000388545,Relance(FR),5,DDSSD
0000318033,ウインブレイズ,0000334016,Pall Mall(IRE),4,DDSD
0000318033,ウインブレイズ,0000385194,Novice(GB),5,DDSDS
0000318033,ウインブレイズ,0000333990,Tudor Melody(GB),5,DDSDD
0000318033,ウインブレイズ,0000388505,Queen of Speed(GB),3,DDD
0000318033,ウインブレイズ,0000334000,Never Say Die(USA),4,DDDS
0000318033,ウインブレイズ,0000387701,Golden Twilight(GB),5,DDDSS
0000318033,ウインブレイズ,0000650000,Solferino(GB),5,DDDSD
0000318033,ウインブレイズ,0000386889,Anyway(GB),4,DDDD
0000318033,ウインブレイズ,0000333121,ゲイタイム(GB),5,DDDDS
0000318033,ウインブレイズ,0000002011,マシフジ,5,DDDDD
0000738970,ウォーターダッシュ,0000333846,キンググローリアス(USA),1,S
0000738970,ウォーターダッシュ,0000336724,Naevus(USA),2,SS
0000738970,ウォーターダッシュ,0000393522,Glorious Natalie(USA),3,SSS
0000738970,ウォーターダッシュ,0000335975,Mr. Prospector(USA),4,SSSS
0000738970,ウォーターダッシュ,0000392707,Mudville(USA),5,SSSSS
0000738970,ウォーターダッシュ,0000336077,Reflected Glory(USA),5,SSSSD
0000738970,ウォーターダッシュ,0000393521,Blue Eyed Blonde(USA),4,SSSD
0000738970,ウォーターダッシュ,0000334066,Raise a Native(USA),5,SSSDS
0000738970,ウォーターダッシュ,0000389632,Gold Digger(USA),5,SSSDD
0000738970,ウォーターダッシュ,0000333596,ボールドラツド(USA),3,SSD
0000738970,ウォーターダッシュ,0000386972,Batter Up(USA),4,SSDS
0000738970,ウォーターダッシュ,0000333973,Jester(USA),5,SSDSS
0000738970,ウォーターダッシュ,0000390556,Lysistrata(USA),5,SSDSD
0000738970,ウォーターダッシュ,0000334532,The Pie King(GB),4,SSDD
0000738970,ウォーターダッシュ,0000393520,Blue-Eyed Barbie(USA),5,SSDDS
0000738970,ウォーターダッシュ,0000334375,Native Dancer(USA),5,SSDDD
0000738970,ウォーターダッシュ,0000388521,Raise You(USA),2,SD
0000738970,ウォーターダッシュ,0000334373,Nashua(USA),3,SDS
0000738970,ウォーターダッシュ,0000389398,Sequence(USA),4,SDSS
0000738970,ウォーターダッシュ,0000334140,Bold Ruler(USA),5,SDSSS
0000738970,ウォーターダッシュ,0000388197,Misty Morn(USA),5,SDSSD
0000738970,ウォーターダッシュ,0000334545,Tom Fool(USA),4,SDSD
0000738970,ウォーターダッシュ,0000388803,Striking(USA),5,SDSDS
0000738970,ウォーターダッシュ,0000334545,Tom Fool(USA),5,SDSDD
0000738970,ウォーターダッシュ,0000387689,Golden Apple(USA),3,SDD
0000738970,ウォーターダッシュ,0000335790,Palestinian(USA),4,SDDS
0000738970,ウォーターダッシュ,0000387853,Jaconda(USA),5,SDDSS
0000738970,ウォーターダッシュ,0000335108,The Solicitor(GB),5,SDDSD
0000738970,ウォーターダッシュ,0000389093,Whirling Dun(GB),4,SDDD
